Ano SIAFI,Classificação RP,Classificação RP (Cod),Função DESP,Resultado Lei (Cod) DESP,Resultado Lei DESP,Resultado EOF (Cod) DESP,Resultado EOF DESP,RP (Cod),RP,Poder DESP,Setor DESP,Emenda (Tipo),Dotação Inicial (IPCA),Pago (IPCA)
2018,-,-,COMÉRCIO E SERVIÇOS,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,"INDÚSTRIA, COMÉRCIO E MICRO E PEQUENAS EMPRESAS",Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,COMÉRCIO E SERVIÇOS,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",INCLUSÃO DE DESPESA (APR.),"0,00","0,00"
2018,-,-,COMÉRCIO E SERVIÇOS,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,TURISMO,ACRÉSCIMO À DESPESA (APR.),"273.999,99","0,00"
2018,-,-,COMÉRCIO E SERVIÇOS,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,TURISMO,INCLUSÃO DE DESPESA (APR.),"394.598.683,93","13.113.514,43"
2018,-,-,COMÉRCIO E SERVIÇOS,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,TURISMO,NÃO INFORMADO,"0,00","0,00"
2018,-,-,COMÉRCIO E SERVIÇOS,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,TURISMO,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,COMUNICAÇÕES,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,-,"0,00","0,00"
2018,-,-,COMUNICAÇÕES,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,-,"0,00","0,00"
2018,-,-,COMUNICAÇÕES,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,Proposta do Orçamento (Executivo),"259.795.103,45","250.791.234,64"
2018,-,-,COMUNICAÇÕES,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,Proposta do Orçamento (Executivo),"83.533.010,26","68.779.247,51"
2018,-,-,COMUNICAÇÕES,1,DESP. PRIM. OBRIGATÓRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,-,"0,00","0,00"
2018,-,-,COMUNICAÇÕES,1,DESP. PRIM. OBRIGATÓRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",-,"0,00","0,00"
2018,-,-,COMUNICAÇÕES,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,Proposta do Orçamento (Executivo),"462.272.151,33","417.244.214,05"
2018,-,-,COMUNICAÇÕES,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",Proposta do Orçamento (Executivo),"545.400.021,10","511.383.643,68"
2018,-,-,COMUNICAÇÕES,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,-,"0,00","0,00"
2018,-,-,COMUNICAÇÕES,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",-,"0,00","0,00"
2018,-,-,COMUNICAÇÕES,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,Proposta do Orçamento (Executivo),"312.138.889,17","163.788.010,80"
2018,-,-,COMUNICAÇÕES,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",Proposta do Orçamento (Executivo),"248.800.416,74","135.889.877,74"
2018,-,-,COMUNICAÇÕES,3,DESP. PRIM. DISCRIC. (PPI / PAC),NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,-,"0,00","0,00"
2018,-,-,COMUNICAÇÕES,3,DESP. PRIM. DISCRIC. (PPI / PAC),3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,Proposta do Orçamento (Executivo),"45.786.127,48","15.996.855,43"
2018,-,-,COMUNICAÇÕES,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,CIÊNCIA E TECNOLOGIA E COMUNICAÇÕES,INCLUSÃO DE DESPESA (APR.),"0,00","0,00"
2018,-,-,COMUNICAÇÕES,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",INCLUSÃO DE DESPESA (APR.),"1.660.809,85","0,00"
2018,-,-,CULTURA,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,-,"0,00","0,00"
2018,-,-,CULTURA,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,-,"0,00","0,00"
2018,-,-,CULTURA,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,Proposta do Orçamento (Executivo),"173.989.994,83","1.075.439,95"
2018,-,-,CULTURA,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"917.027.959,55","77.562.600,05"
2018,-,-,CULTURA,1,DESP. PRIM. OBRIGATÓRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,-,"0,00","0,00"
2018,-,-,CULTURA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"587.247.930,25","520.635.134,90"
2018,-,-,CULTURA,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,-,"0,00","0,00"
2018,-,-,CULTURA,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,CULTURA,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,-,"0,00","0,00"
2018,-,-,CULTURA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,Proposta do Orçamento (Executivo),"6.575.999,80","0,00"
2018,-,-,CULTURA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"4.638.203,36","3.146.731,18"
2018,-,-,CULTURA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"723.788.928,25","581.964.707,57"
2018,-,-,CULTURA,2,DESP. PRIM. DISCRICIONÁRIA,3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,CULTURA,3,DESP. PRIM. DISCRIC. (PPI / PAC),NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,-,"0,00","0,00"
2018,-,-,CULTURA,3,DESP. PRIM. DISCRIC. (PPI / PAC),3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"230.159.993,17","124.700.578,05"
2018,-,-,CULTURA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,ACRÉSCIMO À DESPESA (APR.),"0,00","0,00"
2018,-,-,CULTURA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,INCLUSÃO DE DESPESA (APR.),"130.683.545,36","14.554.572,58"
2018,-,-,CULTURA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,NÃO INFORMADO,"0,00","0,00"
2018,-,-,CULTURA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DEFESA NACIONAL,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,-,"0,00","0,00"
2018,-,-,DEFESA NACIONAL,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,DEFESA NACIONAL,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,Proposta do Orçamento (Executivo),"320.691.498,89","253.441.909,40"
2018,-,-,DEFESA NACIONAL,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"519.283.585,83","417.449.683,72"
2018,-,-,DEFESA NACIONAL,1,DESP. PRIM. OBRIGATÓRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,DEFESA NACIONAL,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"80.886.923.283,36","74.639.726.792,16"
2018,-,-,DEFESA NACIONAL,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,DEFESA NACIONAL,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DEFESA NACIONAL,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"11.979.476.007,69","9.266.066.664,55"
2018,-,-,DEFESA NACIONAL,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,INTEGRAÇÃO NACIONAL,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DEFESA NACIONAL,2,DESP. PRIM. DISCRICIONÁRIA,3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DEFESA NACIONAL,3,DESP. PRIM. DISCRIC. (PPI / PAC),NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,DEFESA NACIONAL,3,DESP. PRIM. DISCRIC. (PPI / PAC),3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"6.644.773.802,70","5.880.861.809,01"
2018,-,-,DEFESA NACIONAL,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,ACRÉSCIMO À DESPESA (APR.),"33.504.403,91","16.203.862,73"
2018,-,-,DEFESA NACIONAL,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,INCLUSÃO DE DESPESA (APR.),"280.342.113,50","6.662.374,64"
2018,-,-,DEFESA NACIONAL,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,NÃO INFORMADO,"0,00","0,00"
2018,-,-,DEFESA NACIONAL,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DEFESA NACIONAL,7,DESP. DISCRIC. DECOR. EMENDA DE BANCADA,7,DESP. DISCRIC. DECOR. EMENDA DE BANCADA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,INCLUSÃO DE DESPESA (APR.),"69.522.694,72","0,00"
2018,-,-,DESPORTO E LAZER,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,ESPORTE,-,"0,00","0,00"
2018,-,-,DESPORTO E LAZER,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,PODER EXECUTIVO,ESPORTE,Proposta do Orçamento (Executivo),"2.672.454,81","2.244.792,05"
2018,-,-,DESPORTO E LAZER,1,DESP. PRIM. OBRIGATÓRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,ESPORTE,-,"0,00","0,00"
2018,-,-,DESPORTO E LAZER,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,ESPORTE,Proposta do Orçamento (Executivo),"88.711.452,56","71.266.034,98"
2018,-,-,DESPORTO E LAZER,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,ESPORTE,-,"0,00","0,00"
2018,-,-,DESPORTO E LAZER,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,ESPORTE,Proposta do Orçamento (Executivo),"1.098.511.497,96","224.718.536,82"
2018,-,-,DESPORTO E LAZER,2,DESP. PRIM. DISCRICIONÁRIA,3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,ESPORTE,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DESPORTO E LAZER,3,DESP. PRIM. DISCRIC. (PPI / PAC),NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,ESPORTE,-,"0,00","0,00"
2018,-,-,DESPORTO E LAZER,3,DESP. PRIM. DISCRIC. (PPI / PAC),2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,ESPORTE,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DESPORTO E LAZER,3,DESP. PRIM. DISCRIC. (PPI / PAC),3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,ESPORTE,Proposta do Orçamento (Executivo),"68.406.581,78","47.451.070,34"
2018,-,-,DESPORTO E LAZER,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,ESPORTE,ACRÉSCIMO À DESPESA (APR.),"0,00","0,00"
2018,-,-,DESPORTO E LAZER,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,ESPORTE,INCLUSÃO DE DESPESA (APR.),"498.384.392,63","12.110.648,38"
2018,-,-,DESPORTO E LAZER,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,ESPORTE,NÃO INFORMADO,"0,00","0,00"
2018,-,-,DESPORTO E LAZER,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,ESPORTE,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"130.077.810,84","109.582.188,87"
2018,-,-,DIREITOS DA CIDADANIA,1,DESP. PRIM. OBRIGATÓRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"443.396.609,73","347.026.611,13"
2018,-,-,DIREITOS DA CIDADANIA,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,-,"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",-,"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"739.824.799,69","371.208.007,27"
2018,-,-,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,-,-,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"732.036.747,22","443.078.629,99"
2018,-,-,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",Proposta do Orçamento (Executivo),"136.894.551,15","36.543.470,36"
2018,-,-,DIREITOS DA CIDADANIA,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,-,-,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,ACRÉSCIMO À DESPESA (APR.),"1.780.999,95","264.503,82"
2018,-,-,DIREITOS DA CIDADANIA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,INCLUSÃO DE DESPESA (APR.),"149.083.320,22","11.172.534,66"
2018,-,-,DIREITOS DA CIDADANIA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,NÃO INFORMADO,"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,DEFESA E JUSTIÇA,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",ACRÉSCIMO À DESPESA (APR.),"0,00","0,00"
2018,-,-,DIREITOS DA CIDADANIA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",INCLUSÃO DE DESPESA (APR.),"15.926.249,53","4.127.099,25"
2018,-,-,DIREITOS DA CIDADANIA,6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),6,DESP. PRIM. DISC. (EMENDAS INDIVIDUAIS),-,-,PODER EXECUTIVO,"PRESIDÊNCIA, LEGISLATIVO, JUDICIÁRIO, MPU, DPU E RELAÇÕES EXTERIORES",Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,EDUCAÇÃO,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,-,"0,00","0,00"
2018,-,-,EDUCAÇÃO,0,DESP. FINANCEIRA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,-,"0,00","0,00"
2018,-,-,EDUCAÇÃO,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,Proposta do Orçamento (Executivo),"24.316.368.841,65","15.403.916.900,70"
2018,-,-,EDUCAÇÃO,0,DESP. FINANCEIRA,0,DESP. FINANCEIRA,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"9.735.791.806,47","8.912.134.331,25"
2018,-,-,EDUCAÇÃO,1,DESP. PRIM. OBRIGATÓRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,-,"0,00","0,00"
2018,-,-,EDUCAÇÃO,1,DESP. PRIM. OBRIGATÓRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"83.901.392.810,67","80.145.556.324,41"
2018,-,-,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,-,"0,00","0,00"
2018,-,-,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,NÃO APLICÁVEL,NÃO APLICÁVEL,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,-,"0,00","0,00"
2018,-,-,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,1,DESP. PRIM. OBRIGATÓRIA,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,OUTROS ENCARGOS,FAZENDA E PLANEJAMENTO,Proposta do Orçamento (Executivo),"2.187.433.996,31","1.247.993.623,01"
2018,-,-,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"31.132.549.909,78","22.563.836.650,98"
2018,-,-,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,2,DESP. PRIM. DISCRICIONÁRIA,-,-,-,-,Proposta do Orçamento (Executivo),"0,00","0,00"
2018,-,-,EDUCAÇÃO,2,DESP. PRIM. DISCRICIONÁRIA,3,DESP. PRIM. DISC. (PAC),-,-,PODER EXECUTIVO,EDUCAÇÃO E CULTURA,Proposta do Orçamento (Executivo),"0,00","0,00"
